####################################################################################################
Online Supporting Information S3. 

The input average signal dataset including the average signals of Chip-seq and DNase-seq in 5000 DNase I hypersensitive sites. 

#####################################################################################################

Chr	start	end	dnase1sig	H3k9me3	H3k27ac	H3k4me3	H3k4me1	H3k4me2	H3k27me3	H3k36me3	H3k9ac	H4k20me1	H3k79me2	BRCA1	BACH1	CEBPB	CHD1	CHD2	CJUN	CTCF	GTF2F1	CMYC	CTBP2	JUND	MXI1	MAX	MAFK	RFX5	RAD21	NRF1	SUZ12	SIN3A	TBP	ZNF143	USF2	ZNF274
chr3	132440614	132442159	0.29	2.202	14.377	33.408	2.999	33.73	1.474	1.664	24.645	2.43	2.229	11.032	20.804	16.162	9.543	13.185	5.463	13.816	10.272	9.965	7.746	10.983	10.948	4.84	8.947	8.156	7.507	5.348	1.463	29.325	22.056	15.538	9.04	2.529
chr17	72840383	72840794	0.043	3.975	3.012	1.407	2.027	0.62	26.425	1.409	2.323	6.472	1.403	2.25	4.267	1.4	2.667	2.636	1.75	3.969	3.167	1.4	1.5	2	4.529	2.075	2.1	2.846	1.667	5	5.011	4.588	3.125	2.167	3.1	2
chr22	45607984	45608624	0.067	1.647	6.08	2.49	11.824	12.15	1.478	3.495	6.118	4.766	5.019	6.128	14.549	4.708	5.08	6.795	6.857	3.245	5.312	7.333	3.667	5.875	4.741	2.533	11.196	5.633	6	5.806	1.778	11.302	11	9.12	9.847	1.333
chr3	53838933	53839305	0.051	4.288	2.485	1.827	7.709	3.237	2.7	1.157	2.344	2.709	3.133	5.833	7.5	3.3	3.067	6.81	8.296	2.846	4.25	4.143	6.652	20.727	7.87	2.645	3.786	3.462	3.455	4.882	2.458	7.292	4.2	7.731	6.304	2.6
chr20	55199475	55202820	0.114	2.77	3.952	10.295	12.121	51.562	59.041	2.138	5.26	6.288	2.655	10.605	19.462	5.341	7.352	19.283	6.97	12.639	7.559	7.7	12.353	15.373	10.22	6.965	5.064	6.305	18.64	5.761	5.721	16.09	8.737	15.243	7.847	2.235
chr12	7058415	7058620	0.041	2.99	5.125	2.36	3.58	4.175	1.265	2.285	7.61	1.352	4.71	2.667	6.25	4.556	5.222	5.923	9.385	44.745	5.9	8.308	7.75	4	7.692	7.144	2.5	5	8.714	5.25	3.364	16.115	8.333	11.933	3.714	2
chr3	113417764	113418132	0.059	2.088	4.84	13.099	9.056	35.843	3.183	2.083	10.072	1.736	2.275	3.5	7.05	5.957	5.524	7.08	6.158	1.949	6.773	8.652	13.12	10.758	5.75	3.862	3.167	7.261	8.12	9.485	1.379	16.348	11	7.409	12.881	1.333
chr2	97508285	97508513	0.036	1.352	9.591	1.16	5.444	3.271	1.331	1.755	5.422	6.236	5.631	6.1	2.571	4.222	7.929	11.053	1.333	1.778	3	2.167	4	2	6.1	3.58	3.833	2.857	3.444	3.625	2.509	8.412	3.5	7.182	9.4	2.8
chr3	53270119	53270719	0.074	2.797	17.477	1.346	11.118	2.48	1.317	13.905	8.462	14.898	13.155	6.607	107.229	4	3.167	10.036	3.5	2.745	5.656	3.833	6.719	12.842	12.603	6	68.663	6	3.75	6.947	3.441	15.879	4.238	7.649	7.947	1.5
chr13	24912924	24915289	0.054	4.327	2.901	1.239	1.489	1.905	1.181	1.366	2.859	2.251	1.921	2.558	3.245	1.654	2.957	3.632	4.459	1.695	4	3.522	3.689	2.062	3.897	2.494	3.105	3.258	2.4	2.841	3.07	4.188	3.286	4.311	2.822	1
chr2	241587017	241587176	0.036	2.149	2.069	1.08	5.206	3.033	3.211	0.92	2.909	2.04	3.194	3	1.667	3.2	3.6	5.714	4.75	1.048	5.333	6.222	2	3.5	4.667	1.4	1.5	4.167	2	1	3.5	2.5	3.4	3.2	6.692	2
chr11	131852006	131852380	0.064	2.339	15.267	4.33	8.627	36.376	0.898	1.646	6.149	2.187	2.315	10.154	10.429	21.741	19.077	20.125	9.44	3.504	12.275	9.844	6.5	21.138	12.5	7.296	10.613	13.051	9.387	7.55	1.2	20.712	18.24	25.562	11.576	1.5
chr7	65669744	65670989	0.248	1.902	12.11	41.16	3.035	48.195	2.488	1.22	36.875	3.511	5.323	11.352	14.706	10.1	11.322	43.946	13.167	31.064	15.394	13.786	11.964	16.868	28.372	7.061	10.6	19.055	49.087	9.776	1.684	56.065	76.108	17.682	18.787	1.5
chr19	14897120	14897641	0.082	3.872	5.174	5.137	14.12	21.448	1.263	1.962	7.844	2.849	1.453	10.66	9.738	14.767	6.889	16.897	8.265	92.627	11.298	12.306	9.706	17.478	12.804	8.12	8.744	6.69	171.214	7.061	1.785	17.138	9.25	31.612	9.659	2.125
chr5	86224995	86225211	0.041	1.911	1.729	4.111	5.569	15.098	0.76	1.533	0.76	3.92	3.253	10.238	24.564	21.862	6.643	37.571	23.686	1.15	6	19.783	15	37.455	13.37	15.997	30.532	16.667	12.8	8.545	2.1	13.12	13.35	15.179	11.955	1.5
chr16	88876770	88879224	0.202	2.069	23.281	29.471	8.185	57.145	1.492	3.526	38.456	7.491	21.215	7.562	37.946	27.345	12.1	15.231	6.844	11.487	12.779	30.615	8.137	9.863	21.278	10.688	29.059	7.892	39.793	44.155	2.37	44.891	27.888	19.907	28.94	1.708
chr8	41783373	41783592	0.045	4.72	7.253	0.856	7.787	6.613	1.969	1.947	2.276	3.862	1.316	9.312	12.636	10.4	5.667	7.667	4.7	3.578	5.7	10.789	9.222	5.1	11.19	7.373	10.278	7.333	9.588	7.2	0.9	13.273	12.045	9.579	8.625	2.4
chr17	38256549	38257401	0.1	3.486	8.863	19.066	15.151	81.926	9.185	1.554	15.455	2.154	3.8	9.988	19.992	10.817	7.567	27.233	10.688	5.583	20.744	50.816	11.87	21.195	30.28	82.238	13.936	10.229	10.219	189.778	3.82	53.204	21.809	187.879	114.725	2.765
chr12	111296579	111297011	0.064	2.553	3.174	2.165	8.341	3.715	1.72	3.544	5.122	6.024	2.148	5.409	8.227	6.609	3.667	8.147	5.421	25.72	6	5	3.333	12.545	2.667	1.9	3.929	5.222	10.389	6.591	1.944	7.25	6.5	13.114	9.784	1.8
chr1	54705005	54705666	0.055	0.889	4.765	0.853	2.292	0.936	1.551	5.943	1.608	3.366	3.646	4.704	5.148	2.364	4.04	3.762	4.111	2.274	5.033	4.25	1.714	2	5.852	3.407	2.636	3.789	3.588	3.882	1.66	5.467	3.278	7.364	3.957	1.714
chr17	26086955	26087742	0.077	1.898	2.53	1.171	4.07	3.073	1.582	2.729	2.586	4.612	2.034	8.98	8.983	5.167	5.189	13.926	9.844	93.074	12.176	10.95	7.638	12.47	11.779	7.01	7.1	10.224	91.284	6.791	2.68	7.796	4.917	46.995	10.718	1.25
chr15	93351765	93353243	0.148	1.857	65.401	19.336	6.739	52.833	1.397	1.306	88.121	1.485	3.13	16.333	16.126	14.122	39.908	29.827	14.453	56.544	27.687	93.116	15.225	24.779	32.788	25.738	26.128	17.841	82.886	9.967	2.126	56.321	85.711	45.587	53.878	2.105
chr13	100339150	100339474	0.053	1.853	19.75	7.153	9.6	27.057	1.08	4.52	11.293	1.363	1.822	19.623	14.553	38.253	16.58	34.181	24.424	7.16	31.014	21.959	14	32.214	11.706	13.058	21.627	17.469	25.897	8.909	2.771	36.432	53.504	26.677	9.931	9.63
chr1	30447273	30447567	0.045	1.505	19.12	2.403	16.82	16.743	2.6	1.65	6.11	0.925	4.1	7.905	78.224	17.381	4.417	22.654	106.374	1.67	7.476	7.25	3.1	153.744	10.633	9.508	59.386	11.714	9.167	7.5	2.29	28.386	13.214	8.688	12.069	1.333
chr19	1744341	1756659	0.166	2.502	2.248	3.308	9.902	14.372	76.579	1.622	2.665	6.515	2.133	5.469	8.009	5.6	6.173	8.659	4.759	3.045	5.86	5.399	19.305	9.282	7.235	2.121	5.366	4.599	6.469	5.693	13.216	10.949	8.977	15.229	6.615	2.191
chr21	44580702	44582416	0.082	1.827	4.681	1.291	7.221	2.224	3.125	1.955	3.015	2.017	1.671	5.05	5.065	3.604	2.976	5.041	4.231	2.774	4.606	3.804	6.617	5.397	4.123	1.724	3.917	3.939	3.896	2.645	3.932	5.577	5.338	5.608	6.49	1.667
chr14	101153092	101154021	0.078	1.91	3.881	1.113	3.674	3	0.899	1.877	2.423	1.792	1.69	5.526	5.946	3.4	3.367	5.707	5.034	3.488	3.542	3.556	6.788	5.724	4.925	0.7	3.696	3.906	4.567	2.812	1.997	5.833	5.342	7.855	3.548	1.714
chr1	15850380	15851994	0.247	1.943	14.716	20.021	3.428	25.922	0.52	0.889	21.495	1.931	3.129	6.552	8.877	44.616	7.667	11.706	6.532	2.662	12.389	11.761	3.167	24.347	8.455	5.529	4.574	4.878	6.165	5.611	2.803	26.962	30.232	13.93	8.871	1.167
chr2	131850323	131851538	0.325	1.403	33.438	35.064	1.215	25.216	1.42	0.914	66.872	2.291	10.006	9.01	14.885	7.588	11.034	12.434	6.867	4.545	22.897	15.248	8.701	17.16	18.173	11.348	8.741	7.069	6.239	14.38	1.146	32.698	45.877	13.945	111.875	1.333
chr11	13992533	13992865	0.063	3.335	6.702	1.884	4.652	2.96	1.342	2.112	6.45	1.902	4.403	4.643	6.095	27.269	5.667	14.875	5.467	98.557	5.056	5.5	8.591	16.043	9.542	5.836	6.579	6.773	95.34	9.261	2.6	6.8	7.526	19.122	11.286	3.083
chr7	75698416	75698988	0.122	2.56	7.489	2.848	5.309	5.73	2.739	2.647	2.715	4.638	2.592	7.944	11.528	8.711	6.857	13.113	6.72	55.924	12.254	11.386	5.393	14.556	9.836	3.052	7.312	8.977	128.318	6.722	2.624	15.947	12.612	45.365	10.907	1.5
chr2	10918032	10919154	0.054	2.398	4.589	1.261	3.076	1.404	1.334	6.844	2.327	6.599	2.267	3.154	4.514	3.259	4.439	2.957	3.562	2.095	3.559	3.207	1.909	4.857	5.62	0.7	2.6	3.364	3.042	3.844	2.571	4.714	2.821	3.868	6.763	1.286
chr3	33758369	33758606	0.041	0.965	6.196	27.216	9.228	54.196	1.345	2.196	12.588	6.908	34.344	15.483	11.318	11.429	13.889	10.417	10.478	35.672	10.609	13.548	4	8.071	11.577	7.087	32.83	15.192	105.91	3.75	2.371	21.842	14.552	19.094	6.357	1.75
chr8	125738868	125741311	0.131	2.84	1.895	19.013	5.531	56.056	18.087	1.327	7.93	3.846	2.481	5.793	22.812	5.449	10.136	6.909	7.164	3.776	7.225	6.437	9.739	8.941	8.492	5.297	4.714	4.886	7.727	6.738	1.71	21.302	7.736	10.635	8.509	1.467
chr17	25981514	25982307	0.103	2.647	4.437	1.862	3.566	3.225	1.76	1.143	4.23	3.429	2.359	11.458	8.908	10.311	7.391	10.187	8	128.71	10.485	17.193	11.676	16.788	12.22	8.992	5.171	11.627	75.401	6.5	3.496	14.987	19.205	43.981	8.6	2.75
chr2	241089324	241090633	0.149	1.715	2.641	2.173	6.366	6.478	2.842	1.911	4.184	4.106	2.037	7.458	6.492	8.84	4.098	7.653	5.25	36.854	7.365	9.171	7.62	10.358	7.522	3.527	4.283	7.328	143.015	9.371	2.456	14.383	6.944	34.964	9.04	1.571
chr16	85798720	85798939	0.037	2.453	0.889	0.808	6.116	4.311	2.116	2.053	3.48	4.142	1.48	3.571	6.727	3	5	5.5	4.6	0.811	1.333	2	9.333	7.2	5.7	1.4	4.333	7.375	3.556	5.562	1.429	7.231	9.722	8.625	5.091	1.5
chr7	157584015	157586075	0.073	3.026	2.954	1.676	8.473	4.549	1.714	2.504	2.458	1.52	1.935	4.58	4.068	3.426	4.357	6.287	5.472	7.786	4.711	4.508	4.676	4.344	6.215	2.577	2.242	5.361	20.927	3.5	2.565	4.953	4.845	10	6.841	2.381
chr1	164290141	164290971	0.1	3.959	2.101	9.377	6.352	38.485	7.045	1.333	4.234	4.709	2.154	8.939	14.561	7.214	14.333	8.388	8.483	4.302	7.383	6.549	11.121	9.532	8.71	3.943	5.486	6.422	11.616	17.516	1.118	18	30.9	9.889	6.821	1.667
chr8	140915083	140915507	0.037	4.317	5.536	1.49	6.271	3.68	1.875	1.113	1.725	2.627	2.169	3.167	6.448	4.056	3	7.667	7.192	3.028	4.524	5.438	2.75	7.36	6.815	2.178	4.143	5.05	3.091	3.625	3.054	7.52	5.095	3.944	4.476	3
chr16	53536457	53537900	0.18	1.019	10.37	20.203	3.438	34.259	0.889	1.796	12.975	3.348	2.161	6.273	7.678	49.867	7.95	60.765	6.5	3.746	9.45	13.252	8.198	18.749	19.024	4.953	4.672	6.359	4.125	102.572	1.322	45.833	23.923	12.487	9.702	1.556
chr6	1552570	1553086	0.088	6.629	1.813	0.929	1.834	4.64	2.078	1.263	0.84	5.13	3.387	5.414	5.536	5.552	5.217	7.971	4	41.834	7.711	8.147	2.6	6.929	6.308	5.019	21.636	8.136	26.857	3.789	2.4	5.037	4.19	22.532	9.34	2.417
chr3	10385679	10386897	0.116	2.852	4.704	1.19	6.596	4.772	1.474	1.883	2.969	3.576	2.893	9.677	6.034	8.592	5.535	9.797	4.162	58.415	7.944	6.066	5.959	11.019	6.873	2.503	3.529	7.852	173.478	6.596	3.872	13.032	12.694	26.858	7.419	3.25
chr14	88634881	88635201	0.057	6.142	2.138	0.985	1.78	1.391	2.04	2.778	1.908	5.914	3.129	12.793	7.5	11.967	7.36	12.562	7.389	203.988	9.367	14.611	6.25	18.875	13.457	5.785	8.68	11.345	142.234	9.826	1.05	11.367	12.242	78.074	77.438	1.5
chr8	33422485	33422798	0.046	2.697	7.643	4.95	11.97	14.017	1.77	1.891	5.567	5.743	48.23	7.214	4.917	7.294	6.067	6.6	6.556	1.629	3.125	6.273	9.154	15.75	5.214	2.075	4.833	7.792	3.889	3.25	0.914	9.828	10.19	6.6	8.1	2.5
chr6	167818316	167818636	0.038	3.723	4.677	0.967	5.145	2.292	2.791	1.777	2.388	2.286	2.142	4.615	6.071	2.7	4.1	2.778	2.5	10.951	6.583	2	4.2	4.333	3	0.7	2.889	4.643	8.917	6.895	2.52	4.867	5	4.895	4.615	1
chr1	11942131	11942385	0.044	11.512	4.364	1.867	2.896	3.224	3.493	3.056	2.668	2.108	2.072	8.786	9.1	5.077	7	5.7	3.5	14.724	6.722	3.8	3.75	3.556	10.667	2.425	3.143	1.8	25.217	4.111	0.933	7.5	4.778	10.828	6.75	1
chr2	105735398	105735859	0.084	1.924	5.859	7.314	4.853	25.549	1.72	1.977	3.985	4.211	2.821	13.547	63.582	7.032	5.05	15.245	7.571	134.848	7.815	11.317	15.784	12.571	8.207	6.553	13.156	5.652	51.144	37.129	2.475	14.796	11.071	33.745	12.05	3.2
chr10	124904098	124910008	0.112	3.834	2.865	6.804	14.168	37.052	94.503	1.633	4.877	6.215	3.527	6.835	11.822	7.566	9.528	7.766	5.709	5.584	8.941	8.736	13.701	8.003	7.985	13.125	4.88	6.737	7.912	6.752	14.915	12.654	10.978	8.742	7.875	2.171
chr17	80673648	80675370	0.285	2.758	5.549	20.749	5.123	48.802	3.813	1.84	13.119	3.037	2.994	7.522	21.065	7.269	5.108	11.151	7.467	2.583	7.917	9.291	6.314	10.94	25.435	14.695	6.26	6.426	7.333	5.346	2.102	43.771	11.667	7.505	9.492	2.375
chr21	46946828	46949567	0.173	2.651	4.379	1.364	3.75	1.748	1.49	3.993	2.764	6.745	2.724	3.866	4.945	3.547	4.689	11.349	4.218	7.734	3.933	3.81	5.787	4.853	5.256	4.982	3.961	4.854	7.34	3.945	3.793	8.051	4.407	12.622	8.376	2.188
chr20	25039831	25040147	0.061	1.404	2.613	2.023	3.907	4.053	34.09	2.353	4.948	2.1	2.463	6.875	4.071	3.667	7.389	6.944	1.8	11	6.333	6.5	3	3.923	4.222	4.45	2.625	7.077	4.2	3.727	1.6	6.375	6.857	7.318	6.667	1.5
chr8	41571392	41572054	0.055	1.944	2.38	4.023	9.99	3.447	4.624	1.38	3.224	2.542	2.935	7.913	6.367	4.679	5.161	8.551	4.656	1.587	5.971	7.512	6.367	9.14	10.228	5.229	4.333	6.162	4.44	5.861	1.258	8.653	7.865	9.865	9.113	3.1
chr3	57955521	57956044	0.093	2.063	15.33	2.495	12.427	13.53	1.555	1.527	8.267	1.261	4.804	8.444	11.55	9.649	10	21.968	26.384	3.29	12.738	15.562	11.8	66.335	10	7.654	11.885	15.838	20.035	9.118	1.525	18.818	37.5	19.451	12.871	2.167
chr16	14393249	14393763	0.104	3.354	5.52	2.6	8.381	8.162	2.086	2.672	4.949	2.907	1.507	9.312	12.891	7.613	9.533	14.556	10	73.173	5.75	8.844	17.105	17.459	15.952	5.621	10.415	10.304	59.611	10.951	2.886	20.615	20.988	29.202	12.18	2.375
chr1	2848199	2849347	0.042	17.239	2.159	2.313	2.887	1.605	1.543	1.385	1.401	1.158	2.414	2.625	3.731	1.556	2.964	2.074	2.071	1.599	4.048	7.176	2	2.143	2.636	1.853	1.938	2.143	2.211	1.769	3.127	3.147	3.435	5.52	4.511	1.286
chr3	141120513	141121950	0.129	2.268	7.672	19.725	8.02	39.925	4.984	1.428	17.761	3.256	2.702	5.986	11.317	7.415	9.788	9.037	5.515	3.848	9.627	5.397	9.991	10.925	11.662	3.81	6.861	7.743	7.851	8.202	1.949	28.892	19.349	12.221	9.559	1.846
chr21	32211709	32211928	0.047	0.8	1.665	0.88	1.309	0.74	1.524	1.631	1.44	2.991	4.098	13.143	6.769	14.043	7.1	14.318	16.75	117.836	10.056	10.75	3.2	63.924	12.8	5.24	13.333	12.381	112.975	9.353	2.062	12.81	9.389	34.9	8.389	1.5
chr15	65176288	65176488	0.038	0.773	5.345	2.22	15.75	9.3	8.53	2.785	5.495	3.455	2.39	3.889	3.286	3.571	3.167	7.667	12.286	2.423	7.273	7.455	9.077	11	6.333	2.186	2.667	6.455	6.167	4.818	1.08	12.458	12.889	2.857	9.857	1.667
chr1	996689	1000358	0.185	2.151	2.733	2.723	8.483	8.934	9.119	1.758	3.165	4.934	2.286	5.934	6.41	7.507	5.797	5.738	7.326	16.772	6.97	4.619	8.092	19.45	8.411	3.038	4.645	4.356	55.477	3.906	4.726	9.724	4.544	17.127	7.535	1.792
chr15	41060361	41060584	0.04	5.347	5.529	0.886	1.417	0.88	1.28	2.676	2.871	2.253	5.031	1.833	1.5	3	3	3.667	6.875	1.849	3.778	2.667	4	3.667	4	0.7	2	5.167	5	2.75	4.058	8.944	3.778	4.818	6.769	2
chr2	236819924	236820100	0.039	3.98	3.78	2.305	6.48	3.295	0.896	1.846	4.08	9.775	4.06	3.5	9.812	4.25	7.846	3.75	3.5	1.785	8.875	5.091	7.455	14.333	8.5	2.55	4.25	5.571	4.333	6.643	2.075	5.2	7.9	9.714	6.6	2.5
chr22	45902337	45902735	0.055	3.27	7.907	2.443	10.57	6.047	2.013	3.002	4.218	6.103	55.637	3.818	6.8	4.412	5.667	11.289	3.231	7.103	6.389	6.625	10.29	7.3	8.931	2.083	6.227	7.308	5.227	6.75	1.073	15.811	7.174	17.157	6.2	4.6
chr1	15799171	15799320	0.038	2.847	3.593	0.62	0.787	2.447	2	2.493	4.04	4.66	4.54	3.8	3.714	4	3.6	13.333	3	3.107	5.75	3	8.167	4.333	7.429	14.689	2.5	8.5	1	3.5	3.45	3.5	3.857	6.5	60.75	2
chr19	36345923	36348482	0.144	2.022	2.662	16.357	9.347	49.517	14.274	2.062	4.221	3.366	3.301	9.776	10.926	6.855	4.392	14.385	6.427	2.239	5.984	6.721	8.906	7.276	16.114	6.288	3.5	4.911	6.93	6.219	2.629	43.761	10.364	17.965	7.853	2
chr1	22170455	22171127	0.073	3.835	3.652	0.985	3.228	1.078	0.96	6.892	4.826	5.326	1.183	2.333	1.875	1.333	2.769	3.545	4.632	1.605	3.571	2.357	3.091	4.333	4	1.2	1.4	3.667	3.2	2.167	3.21	3.533	3	7.783	4.333	1.333
chr16	85298075	85298526	0.049	1.451	2.27	2.707	2.809	2.931	0.889	2.287	4.856	4.316	6.224	4.944	3.2	2.333	4.955	7.087	5.375	10.375	5.731	3.222	5.077	6.333	4.933	0.7	4.81	5.318	5.955	5.545	3.853	7.618	2.667	9.556	3.769	1.333
chr17	43867940	43868150	0.04	4.738	2.427	3.622	6.804	10.129	5.173	5.036	6.058	6.396	4.716	5.429	7.533	5	2.857	6.583	1	3.773	1.5	8.5	5	6.455	5.222	1.4	2.167	4.778	6.778	4	1.93	12.95	4.286	2.75	9.333	3
chr17	43168180	43168407	0.046	4.378	5.969	2.84	11.529	8.12	2.592	7.964	4.351	8.316	5.702	9.75	10.261	6	6.833	10.714	5	3.142	7.5	8.385	10.647	8.529	11.95	3.522	9	6	12.158	4.571	3.415	18.206	6	11.167	8.8	1.5
chr1	44231693	44233207	0.076	3.563	19.814	4.75	15.546	30.712	1.612	1.645	12.418	4.047	3.885	10.217	26.74	12.456	10.459	17.128	12.566	4.913	13.963	9.269	10.97	16.462	16.3	7.433	17.374	8.949	13.389	10.849	1.889	41.41	15.225	12.61	8.265	2
chr11	128500315	128500641	0.069	0.886	1.851	2.097	3.564	4.745	1.316	2.182	1.771	3.634	1.188	17.4	11.2	18.467	6.211	11.3	10.345	131.378	14.054	15.349	5.077	15.39	20.86	8.345	6.188	15.929	306.425	8.846	2.091	24.633	8.565	38.089	15.707	1.5
chr12	108733046	108733480	0.041	2.193	2.053	1.804	15.964	20.244	3.103	1.81	4.058	2.66	2.593	3.5	4.5	4.85	7.087	5.8	5.5	5.86	5.87	2.545	9.552	6.769	4.278	1.786	5.833	5.118	6.619	3.667	1.74	7.567	7.091	11.244	5.957	1.889
chr1	156900289	156900597	0.048	3.047	3.508	1.297	7.927	7.753	4.863	1.867	4.57	2.257	2.47	6.529	3.444	4.222	8.455	7.667	4.5	2.84	2.5	5.5	5.846	2.143	8.7	1.167	1.6	7.158	2.6	4.182	1.3	9.967	5.8	6.278	8.609	1
chr12	58244845	58245120	0.053	3.007	5.204	3.68	15.444	11.025	5.015	2.16	4.231	3.24	4.673	8.864	9.238	5.786	7.368	5.786	4.5	11.651	4.6	6.545	9.938	6.067	7.222	4	7.81	4.3	7.235	5.25	3.518	13.533	11.88	10.962	9.708	2.167
chr4	7528127	7528587	0.064	1.502	1.973	1.181	5.182	2.24	0.965	2	2.509	3.85	1.542	3.091	3.154	7.786	3.231	6.185	4.625	25.838	7.1	5.875	3.091	4.625	6.731	1.75	2.867	4.905	21.319	2.1	2.069	8.545	3.692	9.485	4.81	1.8
chr1	33826709	33826926	0.042	3.095	3.058	4.982	15.573	9.271	4.551	1.587	2.978	5.978	1.929	7.875	3.75	6.091	3.714	3.818	8.7	2.547	7.3	5.9	3	6.818	9.6	3.219	4	7.5	2.5	3	3.733	11.682	2.75	8.75	4.222	2
chr17	55629713	55629980	0.049	5.422	2.709	1.425	9.316	3.72	2.415	2.572	3.298	6.193	5.887	8.8	13.172	9.3	13.935	15.758	13.038	173.691	14.29	13.04	8.667	15	15.233	4.891	14.355	11.259	67.945	5.667	1.46	22.595	9.143	47.024	15.364	3.2
chr12	131819295	131819399	0.036	8.99	1.01	1	0.94	1.85	1.01	5.88	2.91	0.2	1.44	3.2	5.6	2.4	2.5	4	3.75	2	2.5	5	1.5	4	7	2.76	5.25	3.5	3.5	5	1.6	5	2.5	3	2	1.667
chr16	80836949	80839195	0.197	2.326	1.957	7.817	3.535	20.064	10.5	1.117	3.708	2.724	2.725	6.884	16.841	5.116	4.447	6.256	5.89	16.781	4.314	5.069	9.795	7.942	7.843	4.39	2.526	5.77	21.478	6.418	1.933	9.536	4.108	17.609	6.5	2
chr10	43750333	43752378	0.106	2.239	3.305	1.368	5.518	3.158	2.149	1.335	2.478	3.438	2.338	4.76	6.771	4.917	5.207	8.075	7.596	31.346	6.865	11.638	6.229	11.556	8.648	4.966	5.408	4.603	65.059	4.938	2.865	11.113	7.939	30.262	8.418	2.174
chr1	1911081	1911514	0.046	13.878	2.84	1.88	2.997	3.896	1.527	4.209	4.05	4.466	1.939	3.455	3.4	4.714	4.889	3.769	3.812	5.169	2.182	3	2.545	2.286	2.429	2.851	4.625	1.833	2.5	1.333	9.241	4.6	2.833	3.286	10.081	3.5
chr2	38829104	38830965	0.178	2.616	18.777	32.379	3.143	29.541	1.407	1.751	34.437	3.022	6.057	12.22	22.955	11.19	18.349	41.834	8.779	40.062	17.372	12.787	10.39	16.206	17.951	15.932	9.973	9.964	48.208	10.239	1.993	67.175	61.298	27.336	10.244	2.733
chr12	124868370	124869242	0.062	1.769	2.527	1.952	1.92	1.177	0.894	5.538	1.967	4.245	5.227	2.875	3.962	2.091	3.581	3.667	2.455	1.288	6.194	3.353	4.077	4.974	4.889	1.4	2.111	3.808	1.923	4.207	3	5.378	2	3.548	4.2	1.727
chr19	1030748	1031103	0.052	2.224	8.843	3.403	3.443	2.973	0.08	7.595	7.965	11.587	27.331	4.588	6.273	8.8	7.5	10.1	6.182	5.416	5.062	4.2	4.154	3.923	5	2.083	2.3	2.25	2.4	7.739	1.15	8.217	6.263	7.414	7.893	1
chr20	19730300	19730529	0.043	2.876	1.634	2.335	4.396	3.151	1.775	1.524	0.84	1.484	2.351	6	3.125	5.333	6.5	13.08	10.533	1.62	3.556	7.417	3.125	8.571	10.81	12.3	4	1.8	5	3.833	1.967	12.857	4.636	9.625	5.5	1
chr22	31489084	31490502	0.057	1.827	1.9	1.049	2.365	1.662	1.316	1.574	2.174	3.149	1.374	3.098	3.946	2.364	2.914	4.022	2.467	2.556	3.116	2.818	5.429	3.639	5	0.7	3.5	4.979	2.719	1.786	1.117	2.879	2.818	5.071	3.551	1.5
chr19	58341250	58341890	0.16	2.306	43.485	42.493	5.286	30.352	0.972	1.874	58.986	4.498	14.53	14.938	12.046	10.679	17.416	30.447	12.885	34.995	18.7	42.119	8.2	27.977	47.363	41.107	12.017	10.246	27.312	9.37	1.831	82.837	68.269	308.893	94.189	2.8
chr18	60649734	60650279	0.098	2.215	4.515	1.28	4.498	3.242	0.889	2.095	4.098	7.447	4.579	14.345	10.396	10.744	5.968	9.4	11.857	81.444	13.419	10.556	8.167	15.967	14.862	9.6	7.921	10.898	152.838	6.552	1.367	16.962	11.855	51.491	18.779	1
chr9	35736056	35736570	0.104	4.742	10.94	1.07	9.62	1.79	1.309	7.466	7.064	12.276	2.976	9.977	7.062	7.886	6.633	13.738	4.947	130.596	11.907	10.111	7.471	15.118	12.059	4.955	8.088	9.844	61.728	7.541	3.303	38.854	8.114	41.163	13.258	3.467
chr14	105530991	105534562	0.065	1.457	2.857	1.396	3.721	2.348	1.805	1.506	2.868	2.788	1.823	3.39	5.785	3.743	3.478	4.394	3.056	3.286	4.287	2.68	2.831	4.475	4.543	2.124	1.841	3.769	5.221	3.487	2.917	4.135	3.65	5.325	8.233	1.811
chr19	39306123	39307208	0.091	4.858	3.25	1.2	1.648	1.905	0.92	6.791	2.68	4.087	2.562	5.343	3.031	2.692	3.419	13.139	2.926	2.735	4.932	3.684	3	4.488	5.209	5.255	2.409	4.625	3.24	3.708	2.443	3.868	4.636	3.656	4	1.889
chr13	112316461	112317356	0.041	4.557	3.044	0.835	1.868	1.075	1.675	2.012	3.635	2.661	1.151	3.111	3.875	3.481	3.771	3.4	2.882	2.215	3.767	4.048	2.25	2.609	4.353	1.12	4.133	4.486	3.1	3.545	2.184	4.868	2.467	4.897	3.606	1.818
chr4	170025052	170025533	0.075	6.143	10.032	4.455	15.737	17.358	1.491	2.48	4.554	5.537	5.737	7.868	12.587	15.274	9.643	26.395	19.683	13.185	6.48	11.289	28.711	18.986	16.491	11.973	14.038	6.214	16.726	13.49	1.683	33.204	19.535	31.938	11.978	4.1
chr2	127457673	127457772	0.036	1.94	4.7	2.97	3.88	14.15	1	1.16	4	1.32	0.72	7.5	12.9	10.8	7	12.111	8.6	0.84	11	5.5	18.846	12.778	12.1	7.262	10.333	6.5	5	4.6	0	10	2.5	11	4.571	1.5
