####################################################################################################
Online Supporting Information S2. 

The input maximum signal dataset including the maximum signals of Chip-seq and DNase-seq in 5000 DNase I hypersensitive sites. 

#####################################################################################################

Chr	start	end	dnase1sig	H3k9me3	H3k27ac	H3k4me3	H3k4me1	H3k4me2	H3k27me3	H3k36me3	H3k9ac	H4k20me1	H3k79me2	BRCA1	BACH1	CEBPB	CHD1	CHD2	CJUN	CTCF	GTF2F1	CMYC	CTBP2	JUND	MXI1	MAX	MAFK	RFX5	RAD21	NRF1	SUZ12	SIN3A	TBP	ZNF143	USF2	ZNF274
chr2	162272677	162274088	0.084	8	4	9	21.52	41.6	169.08	7	10	18.88	5	13	17	11	11	11	10	6.76	12	11	26	15	12	5.5	10	9	12	11	33	18	11	14	13	5
chr3	38625779	38625930	0.039	6.96	7.92	0.44	3.64	6.28	1	4.44	4	3.64	4.92	7	3	3	9	7	7	2	9	4	2	13	9	11.1	6	3	5	9	5.5	10	7	8	6	5
chr20	48785988	48786107	0.039	5	8.4	2	4.52	5.84	2	1	6.6	3	3.2	21	33	29	12	21	15	267.6	13	17	3	22	19	8.3	14	24	252	7	3.7	31	14	74	11	3
chr11	58946926	58947086	0.041	3	4.16	2	10.24	6.36	1	3	2.8	4	6.44	3	4	8	5	8	4	3	5	4	5	4	10	3.8	10	1	6	6	5.8	3	11	5	7	2
chr2	86000384	86000632	0.043	0.76	4	1	7.56	9	7.16	2	6	6.92	3.16	4	6	4	7	5	4	3	4	5	5	7	4	2.8	3	7	4	5	2.8	6	5	5	5	4
chr10	43375301	43375883	0.092	4	5.92	2.76	10	3.92	2	4	3.88	4	2	8	6	1	6	5	3	2.12	5	4	7	4	8	2.8	8	4	6	5	5.5	7	6	10	9	3
chr6	169557565	169558243	0.052	7.6	4.8	3.48	4	2	5	3.8	4	7.08	4.76	9	7	5	9	5	8	4	11	6	7	9	7	1.4	4	7	12	7	3.7	5	6	7	7	3
chr5	178564150	178567422	0.114	4	7.56	3.8	14.08	4.56	4	3	8.84	9.76	6.32	13	7	7	9	9	7	5.76	9	12	8	10	9	8.3	15	9	7	9	6.4	9	7	19	11	5
chr2	63284972	63287264	0.198	9	5	16.4	30	99.36	87.84	4	18.04	9.96	5	11	61	39	36	24	11	17.2	24	18	32	31	24	74.6	12	15	21	12	15.6	36	15	20	23	6
chr16	81771554	81772002	0.11	2	7.64	5.96	12	15.72	1	3.84	7.92	6	4.64	34	19	92	20	55	12	307.88	21	35	19	43	37	27.6	27	17	566	18	3.7	55	21	64	23	2
chr1	3262297	3262671	0.06	6.36	3	2	3	3	1	1	3.96	2.8	2	7	5	5	6	3	3	3	6	9	3	2	7	1.6	2	3	5	5	3.7	3	6	7	6	1
chr17	70472448	70473186	0.119	3	60.64	9.04	33.88	42.96	1	4	25.52	3.4	11.92	21	28	25	16	40	24	12	20	36	27	49	32	62.2	20	18	27	16	3.7	50	52	30	44	4
chr1	28922334	28922749	0.118	4	11.76	5.52	9	22.84	1	1	8.48	2.64	8	7	12	9	11	9	7	3	6	10	2	15	9	8.3	8	11	5	6	1.8	14	10	14	12	4
chr4	7049137	7050225	0.068	6	11	4.12	12.2	6.6	3	6	13	13	27.48	10	26	6	7	11	4	7.72	7	7	12	8	8	4.1	27	5	5	9	6.4	10	11	13	12	5
chr6	46183052	46183159	0.036	2.64	2	3	3	4.12	1	1	3.52	4.52	1.48	6	7	3	8	9	12	12.6	6	5	11	4	11	4.1	4	7	19	9	0.9	8	11	11	5	4
chr20	3151781	3152217	0.057	4	7.24	2	9.2	10	4	5.48	10.92	8.8	12.48	4	19	12	8	9	3	5.2	5	9	8	9	9	6.9	9	7	6	3	4.6	15	7	10	7	5
chr7	55305179	55305563	0.083	7.12	7.08	1	14	7.24	1	1	4	3.44	4	4	8	10	4	12	7	7.48	5	3	8	9	5	6.9	7	8	10	5	5.3	7	6	9	7	3
chr4	111562493	111562668	0.043	5	8.92	13.04	13.4	55.4	25.16	3	11	8.2	1.76	3	12	7	7	7	11	6.52	10	11	34	14	16	5.5	15	6	14	7	5.5	21	14	13	14	5
chr11	3207436	3207706	0.051	5	4	1	3	2	1	3	5	2	3.72	5	2	4	5	3	5	28.24	5	2	4	4	4	9.1	6	1	11	8	3	9	7	4	4	1
chr11	69845756	69846215	0.137	8	6	5	13.2	18	4.92	3	5	10.28	3	12	17	37	13	15	16	5	10	21	6	25	28	52.5	10	17	13	10	4.6	36	10	28	57	7
chr1	21024139	21024550	0.054	2.16	8	4.48	14.48	9.32	5	4	5.52	9	4.72	5	6	10	7	11	3	6	5	9	5	8	13	4.4	4	9	5	9	5.5	7	9	13	10	3
chr22	37831987	37832364	0.102	5	10.12	2	5	3	6	5.68	4.08	3	3	8	9	3	7	17	4	2	6	9	8	6	11	4.1	4	16	8	8	3.7	8	6	13	61	3
chr4	3749201	3749713	0.171	3.44	4	2.52	8.88	11.88	8	1	5.24	9.16	10.52	9	10	17	10	13	15	203.32	15	13	10	25	11	5.5	14	10	77	14	3.7	43	14	55	14	4
chr19	55978890	55979910	0.267	9.04	4.92	3	10.24	15.48	4	4.72	8	6	8	14	15	13	15	23	11	220.12	19	11	19	22	21	12.4	12	34	98	13	4.6	82	22	70	18	5
chr5	176463063	176463289	0.054	3	6.72	7	15.64	12	2	3.68	9	7	23.04	8	8	12	7	16	7	7.8	9	14	9	10	16	13.8	4	8	10	13	3.7	24	6	14	8	3
chr19	18096246	18096547	0.06	9.28	13.84	1	8.2	6.76	1.12	9	5.68	8.16	4	10	7	4	9	7	5	4	7	7	10	10	17	9.7	12	7	8	7	11.9	17	4	16	11	4
chr16	89637688	89644360	1.303	7.8	8	30.56	26.24	89.76	30.88	5	17.16	10.68	9.64	15	34	14	23	28	12	232.24	28	20	28	22	19	6.9	12	12	175	12	8.3	58	35	203	30	5
chr10	46973120	46973344	0.04	11.6	8	4	7	4	29.48	5.36	8.56	15.36	3	7	9	14	8	7	4	7	8	8	7	5	11	2.8	7	8	8	10	11	10	5	11	15	8
chr14	91023016	91023802	0.074	10.4	9	4	44.28	7.12	9.4	10.24	8.72	5.96	6.2	5	10	8	8	12	12	8.4	10	9	14	7	14	13.8	8	11	15	7	2.8	14	9	48	32	2
chr11	70336844	70337041	0.038	20.72	2	3	2.56	2.6	2	7.48	2.56	6.44	7	4	6	7	3	6	5	1	11	2	5	5	10	2.8	2	1	7	7	3.7	13	5	15	10	4
chr6	83299596	83299668	0.035	9.04	2	3.24	9.4	7.08	0.84	3.12	3.08	1	6.72	12	32	13	11	14	8	93.04	11	11	6	40	11	8.3	27	12	254	9	4.6	21	15	27	11	2
chr8	35453035	35453355	0.087	6	5.56	3.32	10.4	7.04	2	5	3	6.52	19.92	14	9	10	17	26	14	267.16	19	16	10	35	24	9.7	8	12	238	12	2.8	29	25	51	15	4
chr12	129671576	129671809	0.052	15.84	3.36	2	3	1.4	4	3	3.16	3.8	5.52	11	11	13	8	26	4	111.44	8	13	5	23	9	9.7	19	9	101	12	1.8	17	8	105	13	4
chr14	99784996	99785617	0.063	4	15.68	3.6	25.36	9.44	2.32	3	5.64	3	2.92	10	11	7	6	8	5	7	8	8	12	13	12	2.8	8	10	9	7	5.5	15	9	9	10	3
chr4	46650244	46650368	0.038	8.92	8.36	2.24	5	4.28	2	1.32	3.72	2	4	25	14	47	13	24	17	431.4	25	50	13	33	39	109.2	18	22	513	16	2.8	47	21	106	31	4
chr19	10221331	10222470	0.06	6	10.8	3	8	5	5	13.48	6	14.08	8.12	6	7	5	6	19	5	2	7	8	4	5	13	3.2	6	5	8	10	7.3	12	9	10	18	3
chr2	47214067	47214699	0.192	4	8	4	19.04	10.24	5	4	16.16	11	7.56	31	31	33	21	41	9	553.48	25	30	22	43	31	15.2	14	20	624	21	3.7	56	24	102	29	4
chr4	120971006	120971317	0.063	2	8.52	3	11	11	3.56	6	11	8	2	22	13	18	12	42	22	213.48	28	20	19	37	20	16.6	10	15	502	14	4.6	30	12	56	17	5
chr2	131353326	131356477	0.333	10	6.36	15.96	13.04	79.68	31.6	4.8	9.48	10.64	7	5	4	4	3	1	4	4	1	3	2	4	4	0	2	1	4	3	1.8	6	4	4	3	1
chr21	35955107	35955331	0.049	5	4.68	0.52	4	5.64	1	3	5.88	3	2	16	12	39	8	10	12	112.6	18	19	9	26	14	12.4	7	13	207	10	8.3	29	16	38	13	3
chr3	9974240	9976208	0.358	4	29.44	51.56	18.68	116.2	7	4.96	68.72	5	6	17	45	22	16	63	17	138.4	26	28	29	63	31	56.6	15	22	80	15	5.5	50	67	48	43	5
chr22	20903926	20904155	0.047	2.76	8.68	4.56	12.72	6	2	3	6.92	8.84	12	10	7	4	9	8	9	8.28	7	9	13	13	12	2.8	7	4	4	5	3.7	16	8	12	14	3
chr4	8008276	8008544	0.044	2	3.68	2	4	3	2	7	8.52	4.24	4.8	3	8	7	7	8	6	3	6	6	6	9	2	0	1	3	6	4	7.3	12	4	7	10	4
chr13	113734507	113736211	0.057	4	11	4.92	4.08	4	2	9	12.92	6.88	1	5	6	6	6	6	7	14.68	6	6	6	6	8	2.8	7	6	5	7	15	7	4	11	11	4
chr10	444914	445258	0.054	9.6	6.84	3	6.84	2	3	9	5	5	6	5	6	7	4	8	6	63.16	8	4	6	9	7	1.4	6	7	37	9	5.5	6	6	19	9	6
chr19	33772453	33772810	0.04	2.52	3.72	2.88	6	3	3	4.92	9	6.44	5	7	3	5	4	8	7	3	4	4	5	5	7	4.1	5	2	3	3	4.6	8	1	5	35	2
chr14	105717391	105718074	0.051	4.6	5.6	1.56	3	1	3	9.04	5	6	6	6	9	6	7	6	6	2	5	7	2	4	10	2.8	6	8	7	6	5.5	6	4	11	9	4
chr7	2732221	2732719	0.05	5	8.44	1.6	4	1	2	3	5	5	3	8	5	5	4	7	5	3	7	6	3	5	5	1.7	7	3	4	7	6.4	7	7	3	8	3
chr15	91576208	91576738	0.153	4	12.52	6.56	18.08	20.72	2	2	7	2.52	3	16	14	19	9	24	13	298.08	26	25	16	24	27	39.6	11	7	116	15	4.4	32	26	54	39	4
chr20	61793168	61793968	0.043	7.68	7.04	2	4.4	3	3	3	7	5.04	5	6	10	6	6	8	4	2	8	10	3	8	6	1.4	6	6	6	6	5.5	7	7	6	7	5
chr5	178913641	178913805	0.04	7.2	9	2	4	4.68	4.2	1	3	0.72	2	7	4	2	5	6	3	5	6	4	4	6	4	6.9	2	11	10	8	3.7	11	10	5	15	1
chr7	155595396	155605305	0.787	13.08	6	18.84	30.12	72	169.32	5	9.2	21.16	4.88	13	26	99	15	28	18	147.16	20	23	37	27	16	62.2	20	12	104	15	33	30	17	45	16	6
chr17	79686439	79688377	0.119	7	7	3.32	12.4	6	3	7.6	6.96	14	4	8	10	7	9	13	7	6.52	10	9	13	10	8	2.8	6	7	5	8	8.3	12	7	12	13	5
chr9	116840588	116840882	0.052	5.36	7.88	4	19.36	11	2	1.16	11.64	4	4	7	485	6	11	17	16	9.6	9	11	9	20	18	16.6	225	5	11	12	2.8	45	9	29	10	3
chr12	125549414	125551041	0.586	6	12.2	53.8	16	103.16	3	5	39	16.16	40.72	21	28	17	19	91	11	10	21	30	23	21	35	16.6	14	23	25	11	5.5	72	88	28	20	1
chr10	99334421	99334815	0.064	4	12.12	2.68	14.48	12	3	6.28	8.28	6	6	10	7	5	7	17	14	4	8	7	14	57	12	13.8	8	10	12	13	11	14	8	10	17	8
chr11	3217306	3218407	0.11	3	9.04	3	19.72	5.24	3	4	10.68	9.32	7	7	8	4	11	9	7	7	5	8	12	11	9	4.1	8	6	8	8	5.5	11	5	12	13	2
chr8	144398816	144401448	0.087	4	6	2	5	3	2.52	11.64	8.44	8	4	5	7	7	5	6	6	5	10	6	9	7	7	2.8	6	10	5	7	7.3	6	6	9	9	3
chr22	42833439	42834705	0.191	8	9.2	51.36	16	127.96	5.36	3	15.68	8.72	5.64	23	134	20	14	28	16	391.44	17	25	28	30	35	22.1	21	17	514	15	6.4	53	18	80	27	7
chr6	138188934	138189459	0.076	7	6	47.04	10.4	126.16	31.52	5	26.64	10.08	5.72	9	10	9	12	14	11	16	13	6	17	21	13	5.5	9	8	15	8	7.3	92	11	10	13	3
chr7	30718384	30718798	0.089	6	11	3	13.8	8.68	8.68	3	7.68	10.16	4.04	8	8	8	12	15	6	20	8	11	9	9	9	16.6	8	8	25	11	4.6	15	13	12	53	5
chr16	68421176	68421708	0.151	3	4	1.8	8.84	8.84	3	1.76	2	4	6.52	5	7	8	10	10	17	6	17	6	6	10	10	2.8	8	5	9	5	3.7	7	15	10	12	3
chr2	171673175	171675668	0.129	8.12	7	36.6	24.28	123.64	128.8	4	9.56	16.16	4	13	17	13	15	17	11	7.84	13	21	38	17	21	18	9	13	10	19	21.1	53	16	20	14	4
chr15	74515538	74516614	0.088	6	9.52	8.08	29.72	36.76	24.96	3.56	12.12	8	6	13	19	13	9	23	35	11	17	25	21	72	28	30.4	15	10	11	13	8.4	66	13	36	32	3
chr19	37262233	37262982	0.122	6	57.04	58.48	7.84	102.68	2.84	4	75.32	6.48	25.32	17	14	22	26	61	8	3.4	24	17	6	15	21	10.8	20	14	11	7	5.7	57	98	19	15	2
chr10	135140234	135141665	0.098	4.88	5	3	18.96	11.52	28.2	3	6.04	6.96	5	8	12	7	8	12	12	18.4	8	10	10	14	9	2.8	9	10	9	11	6.4	11	5	13	10	4
chr22	46671708	46671966	0.06	15.32	5	2	2	2.44	3.28	10.08	3	4	5	5	11	8	3	10	8	4	10	7	4	3	16	16.6	3	6	7	6	5.5	5	6	15	23	3
chr18	76999868	76999988	0.036	3	13.68	2	8	2	1.76	5.24	3	9.28	7	7	7	4	5	10	5	4.04	6	5	5	11	5	1.4	2	5	4	5	2.8	3	3	11	5	4
chr19	51487117	51487555	0.063	3.4	3	8	13	47.32	5	3	10	4	1	6	6	8	6	7	8	8.36	5	7	17	12	5	1.4	4	4	7	10	2.8	8	13	10	8	2
chr19	50500932	50501349	0.151	2	4.68	2	9	3	1.28	8	3.44	3	2.08	27	12	15	8	44	7	14	8	14	7	12	12	30.4	11	9	10	10	2.8	50	20	514	226	2
chr1	45147994	45148270	0.06	7	16.56	8.92	24.6	35.08	6	2	10.92	4.4	2	8	11	21	13	19	17	5.48	7	12	3	9	19	15.2	12	20	10	11	4.6	24	10	16	11	2
chr11	70368843	70369699	0.08	9	9	6.88	28.52	24.32	3.84	5	6	12.08	12.04	9	16	13	9	14	16	4.96	10	12	16	11	17	16.6	8	13	16	10	5.5	29	12	17	21	6
chr22	45151422	45152222	0.078	6.6	9	16.88	29.08	53.44	3.6	5.16	15	11	22.6	10	17	14	14	16	9	6	12	19	22	19	16	11.1	9	11	11	15	4.6	32	13	19	16	4
chr9	129973131	129973457	0.054	8.6	15	3.76	23.64	10.92	5	7.36	12.8	8	4	17	13	10	6	10	11	9.84	6	12	15	11	11	9.7	8	5	6	14	6.4	16	8	19	14	2
chr19	39307716	39308304	0.045	7.48	6	2	3	3	2	11.68	6	13.2	3	5	8	6	7	6	7	2	5	7	4	7	6	1.4	2	5	4	5	5.5	7	5	5	10	3
chr1	27625869	27626224	0.057	4	8.88	2.8	17.12	11.76	3	4.8	7	8.88	3	5	9	6	6	15	10	5	12	9	4	16	10	5.5	3	10	8	4	3.7	17	17	12	5	1
chr14	75380643	75381111	0.161	4.4	7	3	5	4	5	4.04	3	6	6.2	17	13	46	11	16	11	156.6	17	10	8	21	15	5.5	10	11	175	11	7.3	15	14	40	16	3
chr21	46776075	46776691	0.182	8.96	10.72	3	5.32	6.2	3	5	9	5.96	8.2	18	15	10	12	15	8	186	9	16	10	22	18	2.8	12	11	75	6	7.3	12	10	45	13	5
chr22	26655505	26655839	0.085	9.8	8.96	3	4	3	5	3	3	2	7.2	14	18	16	12	15	13	30.76	14	46	8	25	117	84.3	23	18	76	11	3.7	118	17	100	32	3
chr15	28354588	28355617	0.086	5.44	5	3	7.04	4	6.92	4	5	9.96	6.6	9	10	6	7	9	8	4.76	8	8	6	10	9	2.8	9	12	4	9	6.4	14	4	12	15	5
chr2	10146277	10147422	0.119	6.6	7.4	6	14.64	10.36	7	3.88	4.68	5.64	4	7	11	6	7	9	9	3	4	6	9	9	11	7.6	5	4	5	8	4.5	12	9	11	10	2
chr22	39566002	39566378	0.054	6.56	9.68	3	15.44	7	6	2	14.36	1.6	4	9	11	9	7	11	14	12.36	14	9	14	14	8	5.5	11	7	18	6	2.8	9	25	16	9	3
chr7	44146249	44147075	0.049	5	3.64	2.96	4	2	2.08	5	3.72	7	3	6	7	5	10	9	4	2	3	1	7	6	6	2.8	6	5	3	4	1.8	5	3	6	11	1
chr11	76750313	76752584	0.377	11	4	13.72	20.08	71.36	57.4	6	14	8.4	6	11	28	13	20	24	7	163.08	22	23	21	17	15	35.9	10	17	98	11	9.2	23	15	56	27	3
chr11	8256062	8256380	0.048	3	7.72	2	12.28	5	2	5	5.32	3.68	3	5	14	2	6	7	6	64.76	16	4	11	9	10	2.8	8	3	25	4	1.8	10	10	33	8	4
chr7	129790494	129790819	0.07	3.6	11.72	3.6	12.52	8.32	2	2	3	6.52	2	14	13	5	8	16	9	2.76	16	11	5	11	15	24	8	29	10	5	4.6	11	7	12	11	1
chr19	41118624	41121225	0.46	6.52	26.28	78.12	20.44	150.16	14.12	3.12	36.32	13.88	7	14	26	23	16	33	20	8.88	23	17	18	26	22	20.7	9	34	14	40	3.7	67	53	48	35	4
chr19	56184822	56187210	0.812	5.68	34.88	77.68	17.6	90.4	4	9.32	47.52	17.4	88.52	26	30	13	15	42	25	8	35	17	19	36	28	8.3	9	10	8	11	5.5	91	40	32	17	5
chr12	76419495	76419629	0.04	7.44	5	3.48	8.44	10.24	0.92	1.2	4.68	6	6	6	9	13	12	14	10	1	9	11	4	11	6	1.4	12	10	19	9	4.6	12	10	8	12	2
chr17	77755435	77756369	0.056	3	7.08	1.96	9	3	4	19.08	6	16.28	17.32	7	5	9	6	8	4	4	5	5	6	9	9	2.8	4	6	3	8	6.4	7	4	9	10	6
chr2	113191553	113192705	0.064	7	6.52	2	5.88	3	4	4	4	6.56	5.92	5	3	4	5	9	4	5	6	5	3	4	3	2.9	4	3	4	4	6.2	5	5	6	6	3
chr10	16569455	16569770	0.068	2	5.72	1	11	8.56	1.8	1.4	1	8.6	5	8	16	12	12	15	9	4.36	12	21	5	20	16	6.9	11	11	12	7	1.8	13	17	14	9	1
chr4	3242446	3243325	0.103	6	9.92	2	13.4	5	6.52	11.84	6.4	15.28	6	6	8	8	6	6	9	11.04	8	10	10	5	10	2.8	3	6	4	5	6.4	5	8	11	9	4
chr16	30914304	30915381	0.096	10.88	6	3.32	15.08	7.96	12.76	6	6.68	6.04	4	10	10	5	6	10	8	8	7	7	8	7	8	2.8	8	8	7	8	4	10	9	9	10	2
chr7	65086609	65087075	0.059	5	5	7.56	13	34.76	2.68	2.08	11.6	4	6	5	5	11	8	5	9	121.88	5	4	1	6	9	2.9	10	3	37	9	3.5	3	5	20	2	2
chr3	141594863	141596308	0.384	8	27.76	56.6	9.08	99.12	4	2	73.92	15	81.52	16	17	18	29	35	18	5.88	28	41	19	26	22	13.8	8	8	16	11	4.6	53	139	23	27	5
chr14	88942734	88943176	0.043	5.84	6.88	2.24	10	5.8	1.68	5.56	6.52	5	7.96	10	11	9	7	5	7	3	5	10	3	8	8	6.9	7	5	4	9	2.8	9	8	9	10	6
chr10	102885564	102886058	0.064	12	3	1	4.84	3.2	80.92	4	5.2	8	5	7	8	5	5	5	10	4	8	10	9	10	8	1.4	9	8	5	5	10.1	9	7	14	8	3
chr12	114878448	114879929	0.104	17.32	5	7.6	17.36	26.8	187.96	2	7	23.24	9.76	11	27	9	13	17	8	8.88	10	15	28	14	16	20.7	9	14	10	10	43.1	15	13	16	18	6
chr7	2186525	2187498	0.11	3.52	5	1	6	5	0.44	10.64	8	15.08	6.56	8	6	8	6	8	8	20	9	6	3	8	10	1.4	7	11	24	9	6.4	8	7	8	15	5
chr1	201678567	201679065	0.162	10.68	10	3	24	11.8	3	3	7.4	9	10	22	16	13	9	20	13	282.04	32	23	16	28	22	6.9	8	15	354	12	5.5	45	18	86	16	3
chr12	4492426	4492855	0.119	7	10.52	4	15.84	9.28	2	5	8.84	3	6	25	14	19	11	20	12	240.08	15	15	10	18	16	11.1	17	15	384	11	2.8	34	16	48	17	2
chr14	76884066	76884362	0.067	4	3	1	2	3	1.36	5	6	9.88	2	4	3	3	13	7	3	10.96	4	9	5	11	9	2.8	5	6	8	5	3.7	8	3	9	17	1
chr14	100355533	100356024	0.057	4.92	22.92	6.84	22.48	34.88	4.28	3.16	10.88	6	6	14	50	18	12	27	20	4.92	16	26	44	29	19	12.4	16	23	21	8	3.7	27	24	24	16	4
chr7	75157060	75157790	0.211	4	28.04	68.32	7.8	41.2	3	3.64	59.44	5	7.84	12	39	18	22	25	19	14.32	17	31	5	26	29	17.5	15	12	12	158	8	79	62	332	17	1
chr2	117512005	117512251	0.049	5.2	12.44	1.32	10.92	17.44	1.32	1	6.28	1	1.72	5	24	19	17	25	7	6.92	14	11	20	16	13	8.3	16	8	18	7	1.9	19	23	22	19	2
chr9	140108889	140113861	0.543	9	12.64	5	15.28	13.92	6	12.92	12	10.48	6	7	13	10	8	11	7	19.6	9	8	9	11	21	9.7	10	12	11	8	9.2	32	24	13	12	3
chr17	80751056	80752171	0.062	4.2	13.08	1.32	9.72	3	3	7	6.6	9.92	28.16	8	10	5	6	7	6	27	8	6	7	5	7	5.5	7	13	9	11	7.3	10	6	11	12	3
chr22	20114878	20117486	0.26	8	16	5	9.08	13	4.28	13.68	15.24	18.52	9.76	18	12	10	12	22	11	109	12	12	13	15	20	8.3	14	13	61	13	6.4	17	11	23	20	5
chr20	2820436	2822127	0.757	14.32	9	37.88	11	87.8	60.64	3	28.84	8	12.4	15	20	11	13	28	12	5	24	28	22	18	25	41.4	11	10	12	47	9.2	87	46	40	435	3
chr19	11449600	11450681	0.67	4	7.6	37.36	15.28	75.44	4.92	3.8	23.44	5.64	5.92	14	33	13	11	29	13	5	17	18	16	21	13	8.3	10	11	15	10	3.7	47	42	20	17	3
chr3	43935284	43936629	0.269	5.52	16.52	29.2	19.04	96.84	13	4	42.16	5	4.72	19	79	17	14	25	9	85.36	30	80	26	20	41	85.7	16	13	64	20	7.3	41	37	29	34	7
chr4	1988936	1989691	0.047	2	8.48	1	3.28	3	2	15.96	8.96	12	6.56	8	5	7	6	4	9	5	6	6	8	5	7	2.8	3	5	5	7	5.5	7	7	9	7	5
chr7	145395732	145396235	0.046	6	6.56	2.64	7.96	4	3.24	2.32	1.56	8	5	11	6	8	6	6	6	4	4	5	1	10	8	2.8	9	9	9	8	2.8	7	2	9	10	2
chr17	72535242	72535633	0.049	3	4	1	5	1.24	2	4	9	5	1	3	5	3	4	3	1	4.72	7	4	2	4	4	1.4	4	5	4	4	2.5	6	4	7	6	1
chr16	70736668	70737983	0.142	5	9.76	5.6	19.4	9.96	6	8.76	8.88	11.32	5	8	15	8	7	11	6	40	10	11	8	25	10	13.8	9	11	15	6	5.5	20	10	13	12	2
chr13	112056103	112056706	0.231	4	9	1	11.08	10.08	4.48	2	5	8	2	28	35	14	9	19	11	231.2	11	14	19	17	15	11.1	10	13	290	8	4.6	16	17	57	23	3
chr13	77565885	77566727	0.388	4	26.88	71.12	10.4	88.92	10.2	4	88.36	2.96	10.52	26	34	9	27	25	18	9	29	26	24	25	51	18	9	12	25	143	5.5	87	79	19	29	2
chr19	58595660	58598032	0.099	7	8.52	2	4	5	4	13.48	6	8	5.88	7	9	7	7	10	8	6.72	7	7	5	7	11	5.5	8	6	7	7	5.5	9	8	8	13	4
chr22	23866161	23866552	0.05	3.96	3	2	5	4	36.12	2	3	8	4	5	5	3	4	8	2	5	7	3	4	6	5	2.9	4	7	2	5	4.8	8	5	6	4	4
chr21	46372238	46372596	0.057	1	9.64	2.28	4.96	2	3	9.16	7.12	11.56	32.2	7	8	2	7	6	6	2	4	8	7	6	6	2.8	3	3	4	7	2.8	7	2	9	7	4
chr2	121189792	121190896	0.071	7.16	7	5	14	6	12	5	6.88	7	3.92	8	5	6	7	8	5	3.8	11	7	8	5	10	2.8	7	8	8	9	6.4	9	5	10	6	2
chr22	17576456	17576962	0.115	5.24	8	1	9.48	10.8	4.64	7.28	6	8.52	9.76	10	21	8	7	15	16	122.2	17	14	10	23	15	16.6	8	12	49	5	5.5	17	12	45	14	3
chr12	120695086	120695349	0.048	5	16	7	20.68	23.24	3	3.56	10.56	4.56	33.32	10	13	9	6	19	4	15.52	13	12	15	15	12	13.8	9	9	13	11	7.3	22	4	7	16	4
chr5	178557103	178557688	0.043	11	8.44	3	1.16	2	2	3	6	4	4	5	10	6	3	5	4	2	2	3	3	5	4	2.8	2	6	5	5	6.4	6	3	6	10	3
chr16	75233240	75233649	0.139	3	1	1.56	4.4	7.56	1	2	4	2	8	27	17	19	18	27	17	195.4	13	16	8	24	19	12.6	13	14	634	20	1.8	31	18	50	8	2
chr17	27434040	27434585	0.063	4.92	13.76	1	15.04	8	4	17.12	7.08	6.92	5.08	7	9	5	10	7	6	2	11	7	15	7	18	5.5	6	8	8	7	7.3	12	9	10	10	3
chr1	236300825	236301044	0.048	4	4.48	2	7.88	4	5.28	2	7.72	5	2	17	8	13	9	13	14	117	15	12	4	17	25	5.5	8	12	89	17	3.7	11	5	28	14	3
chr9	123983369	123983624	0.04	2	20.6	4.44	5.52	28.2	2	5.44	11.96	4.56	3.72	20	17	18	18	23	39	5.4	27	23	23	59	14	15.2	24	14	15	11	3.7	30	49	25	13	3
chr2	131584853	131585802	0.063	3	10	3	13.56	10.16	7	4.48	11.12	5	6.92	10	15	10	11	8	7	18.16	10	10	9	18	11	2.8	25	11	9	13	5.5	11	6	14	12	1
chr15	71495933	71496428	0.114	4	17.88	8	32.8	47.04	5	6.4	9.88	6.16	8.44	29	46	39	16	76	19	8.88	25	38	35	55	28	52.5	46	42	27	19	5.5	47	33	55	17	6
chr3	135235190	135235426	0.052	3	5.36	4	12.56	7.32	2.44	1	7.24	2	6	20	11	16	15	17	8	212.32	18	16	5	19	21	16.6	16	13	95	7	2.8	16	10	44	28	3
chr7	157648220	157648832	0.072	4	4	5	6.08	3.8	1	4	5	7.52	5	7	10	7	7	8	4	6	8	5	8	6	8	5.5	6	8	4	9	5.5	7	8	10	8	2
chr13	113378828	113381049	0.118	8.64	13	5.08	35	9.32	4	6.8	11.64	12.16	36.12	9	9	10	6	10	8	8.16	8	11	10	14	10	5.5	14	10	11	10	9.2	11	8	14	10	6
chr2	168718106	168718392	0.047	5	18.6	5	16.68	28.32	2	2	7.72	4	6.56	25	15	21	15	32	17	4.64	20	18	11	50	16	9.7	30	11	22	15	3.7	17	16	20	16	3
chr10	3108382	3111927	0.355	4	10.36	45.92	15	85.32	28.64	12.2	37	13.2	53.32	15	37	12	19	17	11	10.8	19	24	16	17	23	13.8	8	9	13	14	5.5	46	29	18	21	6
chr8	995610	996076	0.107	6	8.72	3	6.8	6.56	1.04	2	6	3.44	5.04	14	14	17	6	16	14	114.32	13	14	7	36	15	9.7	19	15	50	7	3.7	10	12	36	12	2
chr2	80527536	80527865	0.057	5	3	5.68	13.24	19.56	6	2	2	11.64	6	10	11	14	10	19	8	3.28	11	11	7	19	13	5.5	10	12	7	9	2.8	20	13	13	11	3
chr3	173112923	173114118	0.269	8	23.84	46	12.52	98.2	16.48	2	39.52	5	4.96	16	27	16	21	38	13	15	32	29	30	30	33	59.4	13	19	21	15	8.3	44	45	20	143	4
chr15	93589252	93590238	0.06	19.28	6	1.68	4.84	2	2	19.64	5	13	17	8	12	8	7	8	10	4.96	7	5	9	10	11	2.8	7	10	7	9	8.3	9	7	8	10	2
